,3,7,1,6,2,5,4,8,11,9,0,FPR_actual,size,10,12
0,64,20,73,26,54,42,50,3,1.0,1,2666,0.00033934358012440867,2200,,
1,63,40,90,54,75,72,63,27,1.0,2,2513,6.330839643968671e-05,4200,,
2,79,61,101,75,69,63,58,46,,31,2412,1.1117092698145836e-05,6200,4.0,1.0
3,76,60,89,86,85,66,60,54,,29,2387,2.8412046997326346e-06,8200,7.0,1.0
4,76,60,89,86,85,66,60,54,,29,2387,6.430212118019724e-07,10200,7.0,1.0
5,79,61,101,75,69,63,58,46,,31,2412,7.157173058083346e-08,12200,4.0,1.0
6,76,60,89,86,85,66,60,54,,29,2387,3.057712697458508e-08,14200,7.0,1.0
7,76,60,89,86,85,66,60,54,,29,2387,2.2003876462988976e-08,16200,7.0,1.0
8,79,61,101,75,69,63,58,46,,31,2412,4.265029320785142e-08,18200,4.0,1.0
9,76,60,89,86,85,66,60,54,,29,2387,1.3389490802996564e-08,20200,7.0,1.0
10,76,60,89,86,85,66,60,54,,29,2387,1.581646455837843e-08,22200,7.0,1.0
11,76,60,89,86,85,66,60,54,,29,2387,1.296099967386841e-08,24200,7.0,1.0
12,76,60,89,86,85,66,60,54,,29,2387,1.6892834274748353e-08,26200,7.0,1.0
13,76,60,89,86,85,66,60,54,,29,2387,9.251980460135105e-09,28200,7.0,1.0
